,District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
213,As Salam Dist.,26.45445445,50.10286393137931,Side Walk,26.451492358536143,50.103957030466184,Park
214,As Salam Dist.,26.45445445,50.10286393137931,استراحة درر الشلال,26.453350067138672,50.10618591308594,Falafel Restaurant
215,As Salam Dist.,26.45445445,50.10286393137931,واحة المستهلك,26.452856527941513,50.09978557571489,Food & Drink Shop
216,As Salam Dist.,26.45445445,50.10286393137931,Cariban Coffee,26.455438,50.106316,Coffee Shop
217,As Salam Dist.,26.45445445,50.10286393137931,Modon,26.454960092945303,50.10651225108279,Cosmetics Shop
218,As Salam Dist.,26.45445445,50.10286393137931,Holiday Coffee,26.452511,50.105958,Coffee Shop
219,As Salam Dist.,26.45445445,50.10286393137931,MAC (ماك),26.45591864687907,50.10666285683904,Cosmetics Shop
220,As Salam Dist.,26.45445445,50.10286393137931,انا واقف انتظر الاشارة الزلعة,26.456383,50.106452,Scenic Lookout
221,As Salam Dist.,26.45445445,50.10286393137931,مطاعم تثليث للأكلات العدنية,26.4516025,50.1056404,Yemeni Restaurant
222,As Salam Dist.,26.45445445,50.10286393137931,Seafront (الواجهة البحرية),26.457183,50.106252,Waterfront
223,As Salam Dist.,26.45445445,50.10286393137931,Seafront,26.457001,50.106847,Waterfront
224,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Mango Mix (مانجو مكس),26.456047,50.081171,Dessert Shop
225,Az Zuhur Dist.,26.45486375142856,50.08445028571428,UMQ Coffee (قهوة عُمق),26.458704,50.085347,Coffee Shop
226,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Lacota Cafe / لاكوتا كافيه,26.453899,50.081379,Coffee Shop
227,Az Zuhur Dist.,26.45486375142856,50.08445028571428,قصر الجوكر للمعسلات,26.455490498286306,50.08117655136878,Smoke Shop
228,Az Zuhur Dist.,26.45486375142856,50.08445028571428,صيدلية الدواء Al Dawaa,26.454965962026662,50.08044870432708,Pharmacy
229,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Ensalada (انشلادا),26.45253,50.080739,Salad Place
230,Az Zuhur Dist.,26.45486375142856,50.08445028571428,nice (نايس),26.45873486475813,50.08593445584023,Furniture / Home Store
231,Az Zuhur Dist.,26.45486375142856,50.08445028571428,الوان الدنيا | للتغليف والهدايا,26.45749040586022,50.08061864883268,Gift Shop
232,Az Zuhur Dist.,26.45486375142856,50.08445028571428,مطعم قلعة الأرز,26.45634098895261,50.081053506382986,Restaurant
233,Az Zuhur Dist.,26.45486375142856,50.08445028571428,المخابز المتطورة,26.452163,50.081332,Bakery
234,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Nice Dammam Store,26.458735136554434,50.08597746480072,Furniture / Home Store
235,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Janayen Restaurant (مطعم جناين),26.45643034185543,50.081137377133814,Middle Eastern Restaurant
236,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Sweet Evolution (سويت ايفلوشن),26.45646,50.080862,Ice Cream Shop
237,Az Zuhur Dist.,26.45486375142856,50.08445028571428,River Grape (ريڤر جريب),26.452472174775302,50.080975725007804,Frozen Yogurt Shop
238,Az Zuhur Dist.,26.45486375142856,50.08445028571428,بوابة الإسترخاء,26.453376,50.081298,Massage Studio
239,Az Zuhur Dist.,26.45486375142856,50.08445028571428,مطعم الريحانتان,26.454243,50.080847,Diner
240,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Ze Zone (زي زون),26.456969522209047,50.08089165111182,Food
241,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Tandoor Restaurant,26.458631,50.083805,Indian Restaurant
242,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Baba Khabbaz (بابا خباز),26.458742,50.084988,Bakery
243,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Burger Supply,26.457229,50.080778,Burger Joint
244,Az Zuhur Dist.,26.45486375142856,50.08445028571428,LUXURY LOUNGE CAFE,26.458843,50.083354,Café
245,Az Zuhur Dist.,26.45486375142856,50.08445028571428,Qasr Alawani (قصر الأواني),26.459185,50.083218,Kitchen Supply Store
246,Al Muraikabat Dist.,26.41307260738637,50.10211610329545,Starbucks,26.4130006,50.1006328,Coffee Shop
247,Al Muraikabat Dist.,26.41307260738637,50.10211610329545,KFSH-D Ladies Gym,26.41138227588797,50.10269027261642,Gym / Fitness Center
248,Al Muraikabat Dist.,26.41307260738637,50.10211610329545,Le chef  الشيف (الشيف),26.412492223088144,50.0972056388855,Bakery
249,Al Muraikabat Dist.,26.41307260738637,50.10211610329545,Mobily (موبايلي),26.410759754628373,50.09787208226339,Mobile Phone Shop
250,Al Muraikabat Dist.,26.41307260738637,50.10211610329545,Recreation Center (المركز الترفيهي),26.41118045924049,50.10090941291905,Recreation Center
251,Al Muraikabat Dist.,26.41307260738637,50.10211610329545,إشارة التخصصي,26.41501263076913,50.100706074039195,Intersection
252,An Nahdah Dist.,26.375093960273972,50.14452926465754,توب سنتر,26.375536,50.147911,Clothing Store
253,An Nahdah Dist.,26.375093960273972,50.14452926465754,Four Seasons Hotel Bahrain Bay,26.371795005907806,50.141578343452124,Hotel
254,An Nahdah Dist.,26.375093960273972,50.14452926465754,Top Center,26.374854,50.148266,Department Store
255,An Nahdah Dist.,26.375093960273972,50.14452926465754,Zarabie (زرابي),26.377019,50.148379,Furniture / Home Store
256,Dahiyat Al Malik Fahd Dist.,26.430747453653865,49.998840714679496,عزبة الزقرت,26.428891,49.998769,Music Venue
257,As Sinaiyah Dist.,26.4505790365625,50.0180446596875,ورشة محمد هادي لصيانة المعدات الثقيلة,26.451422,50.018961,Auto Garage
258,As Sinaiyah Dist.,26.4505790365625,50.0180446596875,VIRŞET AL AHVAN MAN,26.450681651476067,50.0204872978644,Auto Garage
259,As Sinaiyah Dist.,26.4505790365625,50.0180446596875,الصناعيه,26.450402,50.021738,Auto Garage
260,As Sinaiyah Dist.,26.4505790365625,50.0180446596875,VIRŞET MUHTAR,26.448195842384095,50.013850390034214,Palace
261,Uhud Dist.,26.4151423348718,50.03787751333334,الناضج,26.414669211808423,50.03999621541462,Middle Eastern Restaurant
262,Uhud Dist.,26.4151423348718,50.03787751333334,مقهى الديوانية,26.413107194501528,50.039695336106796,Café
263,Uhud Dist.,26.4151423348718,50.03787751333334,Somewhere.,26.412310301815918,50.03809568630446,Bar
264,Uhud Dist.,26.4151423348718,50.03787751333334,Melt truck,26.416993709762227,50.04129001352795,Food Truck
265,Badr Dist.,26.403694842530125,50.02855087301206,قلعة الجود,26.4013272827401,50.029006083274275,Arepa Restaurant
266,Badr Dist.,26.403694842530125,50.02855087301206,ممشى حي بدر,26.403373,50.024535,Trail
267,Badr Dist.,26.403694842530125,50.02855087301206,مجمع الشلوي,26.402652147685462,50.02782684417231,Shopping Mall
268,Badr Dist.,26.403694842530125,50.02855087301206,مخابز سنابل الخليج العربي,26.402326583862305,50.02825164794922,Bakery
269,Badr Dist.,26.403694842530125,50.02855087301206,Dose Cafe,26.403045,50.028119,Coffee Shop
270,Badr Dist.,26.403694842530125,50.02855087301206,احلى ترويقة,26.401947,50.026929,Sandwich Place
271,Badr Dist.,26.403694842530125,50.02855087301206,تموينات الربيع,26.40094239722736,50.027947172045295,Grocery Store
272,Badr Dist.,26.403694842530125,50.02855087301206,ممشى عمير,26.404327,50.025268,Bathing Area
273,Al Khalij Dist.,26.447042230217388,50.082755991521736,VIP Power Gym,26.447407036286037,50.08275686486003,Gym
274,Al Khalij Dist.,26.447042230217388,50.082755991521736,Tamimi Markets (أسواق التميمي),26.448541451090634,50.08184860065059,Supermarket
275,Al Khalij Dist.,26.447042230217388,50.082755991521736,حديقة بن جلوي,26.44872928488803,50.08031756721474,Garden
276,Al Khalij Dist.,26.447042230217388,50.082755991521736,Baskin Robbins باسكن روبنز,26.448888735792806,50.081983570957235,Ice Cream Shop
277,Al Khalij Dist.,26.447042230217388,50.082755991521736,Harakat SAH (حركات صح),26.444781482708194,50.08038673516628,Shipping Store
278,Al Khalij Dist.,26.447042230217388,50.082755991521736,Domino's Pizza (دومينوز بيتزا),26.44825870742226,50.081567325854486,Pizza Place
279,Al Khalij Dist.,26.447042230217388,50.082755991521736,Krispy Kreme,26.448675668089724,50.0818114098603,Donut Shop
280,Al Khalij Dist.,26.447042230217388,50.082755991521736,سوبر ماركت اسواق الجبيل,26.44386696034575,50.08058051179122,Grocery Store
281,Al Khalij Dist.,26.447042230217388,50.082755991521736,دار اشراقه العنود النسائي vip,26.446563,50.080589,Health & Beauty Service
282,Al Khalij Dist.,26.447042230217388,50.082755991521736,Diet Center - Al Zohour,26.45001725476046,50.081607210679515,Health Food Store
283,Al Khalij Dist.,26.447042230217388,50.082755991521736,Nutrition Solutions (حلول التغذية),26.448542423044668,50.08143157668432,Health Food Store
284,Al Khalij Dist.,26.447042230217388,50.082755991521736,مطابخ ومطاعم ليوان,26.448979445335084,50.082119061230244,Middle Eastern Restaurant
285,Al Khalij Dist.,26.447042230217388,50.082755991521736,مركز صبايا,26.445386,50.080052,Health & Beauty Service
286,Al Khalij Dist.,26.447042230217388,50.082755991521736,Tohfa,26.447092,50.079418,Gift Shop
287,Al Khalij Dist.,26.447042230217388,50.082755991521736,derby coffee - alghad college,26.45035094332247,50.08324314037862,Coffee Shop
288,Al Khalij Dist.,26.447042230217388,50.082755991521736,Fitness Time Ladies,26.450618,50.082551,Gym
289,Al Khalij Dist.,26.447042230217388,50.082755991521736,إشارة دوار التميمي - شارع الملك عبدالعزيز,26.45047926947509,50.08075413604952,Intersection
290,Al Khalij Dist.,26.447042230217388,50.082755991521736,بروستد الافندي - فرع المزارع,26.447217,50.079445,Restaurant
291,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,Sambosa Moon (سمبوسه موون),26.395406114612253,50.08742220457872,Middle Eastern Restaurant
292,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,خياط حي الروضة,26.395787,50.088013,Tailor Shop
293,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,موبايلي Mobily,26.397178935056854,50.088406621406165,Mobile Phone Shop
294,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,صيدلية الدواء,26.39501227076848,50.08616885497811,Pharmacy
295,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,بساتين الطائف للخضروات و الفواكه و التمور,26.397174170065753,50.0884824275438,Market
296,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,مخبز سراة الفجر,26.39444,50.084904,Bakery
297,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,فوال ربوع الطائف,26.399191208633464,50.08709204380142,Breakfast Spot
298,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,Top Falafel (قمة الفلافل),26.39550176508059,50.087561099958876,Falafel Restaurant
299,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,Mishwar Resturant (مطعم مشوار),26.398207640067195,50.087815489489955,Middle Eastern Restaurant
300,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,Al - Sanuora Ladies Tailoring,26.399028,50.08492,Tailor Shop
301,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,بوفية الصحراء,26.396965274637093,50.088601169750426,Breakfast Spot
302,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,Billa Sweet,26.396871974338822,50.08162226504568,Dessert Shop
303,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,خياط الشباب,26.3938977401463,50.088422203275854,Astrologer
304,Ar Rawdah Dist.,26.39597007070175,50.08525751140352,صيدلية الدواء,26.396456,50.089904,Pharmacy
305,Taibah Dist.,26.36272749868853,50.04811981901639,Kaf Coffee,26.364430230461554,50.04607005616067,Coffee Shop
306,Taibah Dist.,26.36272749868853,50.04811981901639,Dunkin' Donuts (دانكن دونتس),26.360965853070372,50.04440997186284,Donut Shop
307,Taibah Dist.,26.36272749868853,50.04811981901639,Moroccan Taste (المذاق المغربي),26.36105331955765,50.04435123811642,Coffee Shop
308,Taibah Dist.,26.36272749868853,50.04811981901639,BORA BORA,26.365871,50.048604,Juice Bar
309,Taibah Dist.,26.36272749868853,50.04811981901639,نجم لخدمات التامين,26.36447456686311,50.04614093892728,Insurance Office
310,Taibah Dist.,26.36272749868853,50.04811981901639,الاستراحة,26.360917757327133,50.048035262836734,Smoke Shop
311,Taibah Dist.,26.36272749868853,50.04811981901639,مقهى كا,26.364389,50.046113,Café
312,Taibah Dist.,26.36272749868853,50.04811981901639,الجو يحمس اخذ لي كم تمرين,26.359507,50.049194,Gym
313,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Wabel (وابل),26.39164715754502,50.103906830747434,Food Truck
314,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,NATAJ,26.391953300140035,50.10465878389579,Fruit & Vegetable Store
315,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Advanced Bakeries (المخابز المتطورة),26.391331325543984,50.10436397591358,Bakery
316,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,مخبز وفوال نور الصباح,26.39401946269067,50.09677154329022,Afghan Restaurant
317,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,المخابز المتطورة,26.391183331962935,50.10452931019947,Bakery
318,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,تموينات فهد Fahad Supplies,26.390968829942192,50.10454933568441,Supermarket
319,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Al-Dawaa Pharmacy (صيدلية الدواء),26.390886087539048,50.10405515224367,Pharmacy
320,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Tempo Shawarma,26.39181562779489,50.1044206195146,Shawarma Place
321,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,هبّه كافيه,26.391863052359458,50.10442753021899,Coffee Shop
322,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,SQUARES,26.392034,50.10448,Coffee Shop
323,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Crispy Station,26.39166,50.104452,Fried Chicken Joint
324,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Consumer Oasis (واحة المستهلك),26.393955415967653,50.09673689216657,Supermarket
325,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,شاليهات تمارا | Tamara,26.390365,50.098569,Resort
326,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,مكتبة القهوة,26.393389533703544,50.09696962967663,Café
327,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,مطعم مذاقات,26.394029,50.097456,Restaurant
328,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,حديقة الجامعيين,26.394468512286196,50.09791830275683,Park
329,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,سڤن,26.39378,50.09701,American Restaurant
330,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Al-Jam'iyyin Gangway,26.394445,50.097778,Trail
331,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,مطعم اصول للمشويات,26.39379871406026,50.09680398986886,BBQ Joint
332,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,فوال الغامدي,26.389875399648187,50.096809009250315,Falafel Restaurant
333,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Burger location,26.39188835550027,50.104596783361,Burger Joint
334,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Habbah cafe,26.392048,50.104485,Café
335,Al Jamiyin Dist.,26.391843673516483,50.09964912692307,Rejoice & Happiness (افرح و امرح),26.390579,50.104469,Gift Shop
336,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,Mubrad | مُبرد,26.406593,50.101009,Nail Salon
337,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,Anoosh (أنوش),26.406347376714482,50.1012558770804,Dessert Shop
338,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,Nabatat (نباتات),26.406520161327162,50.101189972498645,Flower Shop
339,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,Floret (فلوريت),26.406267469769404,50.101326014465094,Flower Shop
340,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,Al Rayyan Sidewalk (ممشى الريان),26.406806409001913,50.09204580336899,Trail
341,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,Mobily (موبايلي),26.410759754628373,50.09787208226339,Mobile Phone Shop
342,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,مجمع التويجري للتمور والمنتجات الشعبية,26.410626,50.097733,Convenience Store
343,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,حديقة الريان,26.40317713808811,50.09747882060437,Garden
344,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,لذيذ ومقرمش,26.40346763418354,50.09505738449445,Fast Food Restaurant
345,Ar Rayyan Dist.,26.406861258857138,50.09687430628571,باسكن روبنز,26.40284200468324,50.09774262143577,Ice Cream Shop
346,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Barnie's (بارنيز),26.420857851980628,50.07345295646412,Coffee Shop
347,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,بوفية عمر,26.421271,50.073417,Breakfast Spot
348,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Bath & Body Works,26.4143228,50.0714275,Cosmetics Shop
349,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Chick Time,26.421341,50.073365,Fried Chicken Joint
350,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Herfy,26.421466590573925,50.0722074508667,Fast Food Restaurant
351,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,مشويات ابوعيسى,26.421104,50.068409,Bakery
352,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Al Dawaa Pharmacy (صيدلية الدواء),26.420558,50.074328,Pharmacy
353,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,H&M,26.4140417,50.0712975,Clothing Store
354,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,مطعم القلعة,26.41824761871728,50.07577643453722,Turkish Restaurant
355,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Canton (كانتون),26.413997341675874,50.0714614199158,Chinese Restaurant
356,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Cinnabon,26.41401091972655,50.07138315046437,Bakery
357,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Panda (بنده ابن خلدون),26.414279465444086,50.07212162017822,Supermarket
358,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,بوفية السعادة,26.418131,50.07121,Cafeteria
359,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Foot Locker,26.420909973144422,50.0714614199158,Shoe Store
360,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,عصير غير,26.42115912915089,50.07289409637451,Juice Bar
361,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,بوفيه عمر ٢,26.42085212818341,50.073439264032245,Breakfast Spot
362,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,بسيارتي,26.42089701660077,50.073433243053024,Auto Garage
363,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,footlockers (فوتلاكرز),26.420914993090143,50.07345833027555,Sporting Goods Shop
364,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,SEATTLE'S BEST COFFEE,26.415076989387924,50.06962180137634,Coffee Shop
365,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,أسواق القرية الشعبية,26.414156,50.072264,Flea Market
366,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Vanellis,26.413993339976578,50.07138797258802,Italian Restaurant
367,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Popeyes Louisiana Kitchen (بوبايز),26.413967126433988,50.07140744779903,Fried Chicken Joint
368,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,أرواد Arwad,26.413932000660733,50.07101990089811,Sandwich Place
369,Al Qadisiyah Dist.,26.41835792603175,50.07100431269841,Kudu,26.413949720685764,50.07142629896684,Fast Food Restaurant
370,Ghirnatah Dist.,26.42591547385543,50.07959300204817,فلافل الرابية,26.42366268273076,50.08006662448689,Falafel Restaurant
371,Ghirnatah Dist.,26.42591547385543,50.07959300204817,nahdi (النهدي),26.424358571325666,50.081501066056866,Pharmacy
372,Ghirnatah Dist.,26.42591547385543,50.07959300204817,معجنات الشروق,26.42459656564672,50.08354923967089,Pie Shop
373,Ghirnatah Dist.,26.42591547385543,50.07959300204817,البراحة للكباب العراقي,26.422768663067462,50.07851912814126,Middle Eastern Restaurant
374,Ghirnatah Dist.,26.42591547385543,50.07959300204817,ممشى مصلى العيد,26.422417981402983,50.081366341330224,Trail
375,Ghirnatah Dist.,26.42591547385543,50.07959300204817,مكتبة النعيمي,26.429193083499182,50.07675488182858,Office
376,Ghirnatah Dist.,26.42591547385543,50.07959300204817,فوال الطائف,26.424619597332693,50.08391245418499,Afghan Restaurant
377,Ghirnatah Dist.,26.42591547385543,50.07959300204817,Ghurnata Park,26.428899387719333,50.08262954758624,Park
378,Ghirnatah Dist.,26.42591547385543,50.07959300204817,مطعم نهر بردى,26.424793719861377,50.08232480629896,Middle Eastern Restaurant
379,Ghirnatah Dist.,26.42591547385543,50.07959300204817,66 Cups,26.426956,50.080821,Coffee Shop
380,Ghirnatah Dist.,26.42591547385543,50.07959300204817,شاورما الرابية,26.423718,50.080247,Shawarma Place
381,Ghirnatah Dist.,26.42591547385543,50.07959300204817,خياط الثوب الكويتي,26.423488,50.079924,Men's Store
382,Ghirnatah Dist.,26.42591547385543,50.07959300204817,House Of Donuts (بيت الدونات),26.428467817279344,50.07845089462295,Donut Shop
383,Ghirnatah Dist.,26.42591547385543,50.07959300204817,Baskin Robbins (باسكن روبنز),26.4295434116102,50.07726167357002,Ice Cream Shop
384,Al Adamah Dist.,26.430135971578952,50.104021753157895,Starbucks,26.428567311460146,50.107444484981855,Coffee Shop
385,Al Adamah Dist.,26.430135971578952,50.104021753157895,فندق الدمام بالاس,26.428682648196215,50.10387671093615,Restaurant
386,Al Adamah Dist.,26.430135971578952,50.104021753157895,Dammam Palace Hotel,26.428787452464668,50.10373521084729,Hotel
387,Al Adamah Dist.,26.430135971578952,50.104021753157895,Black Door / Wazzan Pool Centre,26.43332670334316,50.10458551313017,Pool Hall
388,Al Adamah Dist.,26.430135971578952,50.104021753157895,ستاربكس ابن خلدون مول,26.430354,50.100428,Coffee Shop
389,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,مطعم هامور وهج,26.431683583698,50.11510958691493,Seafood Restaurant
390,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,قيصرية الواحة,26.429459324863718,50.117155296285134,Café
391,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Signature (سجنتشر),26.430367064762184,50.11832494983226,Juice Bar
392,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Blue Shark Gym,26.43135715981279,50.11570274523534,Gym / Fitness Center
393,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Prince Mohammed Bin Fahad Stadium (إستاد الأمير محمد بن فهد),26.42767959457728,50.114409517545525,Soccer Stadium
394,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,waffle stop,26.431343,50.11704,Breakfast Spot
395,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Village Restaurant,26.435114175013382,50.113827102935126,Pakistani Restaurant
396,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,استاد الامير محمد بن فهد المقصوره الرئيسية,26.4269008982912,50.11427395502458,Stadium
397,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Lion Cookies (لايون كوكيز),26.43344,50.11784,Dessert Shop
398,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Farm Superstores 1,26.433521594703024,50.11521255167089,Convenience Store
399,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Al Waha Mall (مول الواحة),26.4297450437037,50.116380005080565,Shopping Mall
400,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,مقهى الرواف المغربي - الواحة داون تاون,26.42944118930432,50.11696517882261,Breakfast Spot
401,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Civilization Cafe (مقهى الحضارة),26.42950909555517,50.11734660630644,Café
402,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,المتحف الاقليمي بالدمام,26.42992425240311,50.11795433400483,History Museum
403,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Costa Coffee,26.433315040241325,50.11797327742631,Coffee Shop
404,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,Maestro Pizza (مايسترو بيتزا),26.430444558640616,50.11843472396915,Pizza Place
405,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,تخفيضات العائلة,26.429231,50.116936,Department Store
406,Prince Muhammed Ibn Saud Dist.,26.43112028016393,50.113817690491814,FREEJCAFÈ (فريج كافيه),26.429262,50.117148,Café
407,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Iron Nutrition,26.431666251542413,50.1224867145367,Supplement Shop
408,At Tubayshi Dist.,26.43395093030303,50.1218892390909,معجنات وفطائر سناء,26.43750452711052,50.12325700903314,Bakery
409,At Tubayshi Dist.,26.43395093030303,50.1218892390909,AlDawaa Pharmacy,26.43624,50.125053,Pharmacy
410,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Noodlez (نودلز),26.434898395057562,50.11752320790178,Noodle House
411,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Dunkin' Donuts (دانكن دونتس),26.434744960836046,50.117533668690484,Donut Shop
412,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Domino's pizza (دومينوز بيتزا),26.434999225105724,50.117467950338934,Pizza Place
413,At Tubayshi Dist.,26.43395093030303,50.1218892390909,alestudio (الاستوديو),26.43567440768308,50.117983827797445,Print Shop
414,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Diva Beauty Lounge,26.437091978691207,50.12517810742033,Health & Beauty Service
415,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Ranch Burger (رانش برغر),26.43505084836438,50.11734545912415,Burger Joint
416,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Dunkin' Donuts (دانكن دونتس),26.435940804237866,50.12101446879361,Donut Shop
417,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Pronzag Lady's Center - Gym,26.436250589277634,50.124751623406226,Gym
418,At Tubayshi Dist.,26.43395093030303,50.1218892390909,مطعم فريج السبعينات (فريج السبعينات),26.434999818462504,50.11742955136802,Middle Eastern Restaurant
419,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Pizza Hut,26.434879903846813,50.1247124385631,Pizza Place
420,At Tubayshi Dist.,26.43395093030303,50.1218892390909,شاي Dilmah,26.435004437633445,50.11745724385081,Tea Room
421,At Tubayshi Dist.,26.43395093030303,50.1218892390909,زي زمان,26.436633,50.1251,American Restaurant
422,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Bombai ryani,26.43481460692298,50.11731490024164,Indian Restaurant
423,At Tubayshi Dist.,26.43395093030303,50.1218892390909,bustani choco,26.43612437304353,50.11799780948502,Chocolate Shop
424,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Lion Cookies (لايون كوكيز),26.43344,50.11784,Dessert Shop
425,At Tubayshi Dist.,26.43395093030303,50.1218892390909,The Cuts (ذي كاتس),26.43496872008037,50.11740452808603,Burger Joint
426,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Broasted Bawanland,26.435142367480015,50.11760238794602,Fried Chicken Joint
427,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Burger Nook,26.43490898669216,50.117421236197515,Burger Joint
428,At Tubayshi Dist.,26.43395093030303,50.1218892390909,Tikkt Alfreej (تكة الفريج),26.43818370697816,50.12237003320992,BBQ Joint
